"biomass_g","leaf_area_cm2","chlorophyll_spad","leaf_N_pct","stomatal_conductance","plant_height_cm","root_mass_g","specific_leaf_area_cm2_g"
22.4118196526805,46.5793171888879,29.5274839170011,2.49740277573312,0.426484733038193,98.1893143547097,12.4298694034378,171.955901518656
26.8068588475647,63.8711974586502,40.4653046894469,3.00728741727873,0.356890371903093,86.181813755804,16.9107935500038,170.634571416853
25.0711911970501,65.878070066474,35.6459456266507,3.25207860395719,0.334726818112881,91.2250660835701,11.861619740959,174.569339064933
28.117241723722,41.4557680161445,41.0183619808304,3.38893051527028,0.358271392626507,106.015011058723,10.3023815939472,175.318819264914
23.6063065658325,37.7287062809642,42.9866455430721,2.85298573087792,0.218441765897144,61.6930039165328,13.1689893780433,238.155994307607
25.9299656694627,42.088487425201,37.3438009741111,3.14514222792983,0.260220844829996,86.2224532815871,18.5483200916041,182.909561921678
25.7774169891778,47.4000640627531,43.1728265443415,3.3772012094895,0.22697144735976,76.3359603284836,19.6671983342422,174.462322775998
22.4469896889613,54.3234485791366,32.3680522319313,3.97285447402251,0.271384182826579,61.055699842882,14.4578332389772,154.140883057218
20.7957590773376,32.0373032148434,42.9349630698444,2.53984012377876,0.131841304356582,69.4232116342288,17.0714684518986,196.742967117748
25.0311881341743,38.0664458210234,25.7611564486328,3.883117125169,0.235357741458554,77.3279100054602,13.4329030684599,187.688342244315
23.7748025621384,55.4979192397719,33.7557155377594,2.65126889501412,0.215576158685549,86.4830845303741,10.8097979347224,145.566957493285
23.7965238662382,53.1201933928315,32.0785916403866,2.61543292350501,0.264925152791543,62.3516301533646,10.1604896506122,196.492804368708
24.172880611728,53.3997580173631,34.5298445334228,3.12827214323968,0.357624535788224,75.7563573565834,13.7035416828042,166.112877405134
21.2944085225017,28.3834868643433,30.5568380297622,2.74819902281921,0.316144583416235,88.8455279407555,16.0410519249242,173.913250141289
28.8698840313499,50.7958705490173,42.9024576288806,3.19289380046984,0.277129384480997,86.3798536323062,16.8243370685254,226.633459094248
20.3191363283678,34.2198236098554,31.7481224299301,3.6544078740693,0.254239971517614,68.5114928241454,13.5847078700524,197.12500182679
22.6433548181983,39.3360051947109,37.2846563732586,2.20353377400971,0.264517423718626,75.9660448308206,17.4191272037676,174.653088173777
26.0433748991922,65.2481956270567,33.2935218511548,2.59978863807714,0.226399283412868,85.930607264168,14.8930958429766,179.981338672853
28.8755963773145,59.7474555522432,48.3331518456559,3.12538491784166,0.32643446059676,92.4549421067656,16.2605081265025,163.881229774887
19.678474901189,31.9396131396413,28.5706447361972,3.28867992037241,0.267137728751529,100.917289791163,14.23285245153,165.737733092124
19.2439113956752,32.0681243193015,37.1191867722519,2.52095794242271,0.339909363688439,82.9660431768063,4,175.887393802299
24.5315528511481,46.7078191471888,33.3822655399667,2.9648913273836,0.17561742442211,83.7750481719501,15.3986908740974,161.937114603043
25.6399304948208,41.4317248431458,37.6821058628698,2.95874622793752,0.313863622912314,62.9853031912015,9.85728572703067,167.783615296571
19.6055863401648,24.1018098216051,30.7326090774378,3.54674512571949,0.11461970671716,72.5989910251849,11.3006582038381,136.967649251317
22.7145229947357,34.4766424721969,36.2367483597497,2.94357396665735,0.238751983865717,90.7116910285599,13.8139748347458,204.366075732587
24.7138836697664,41.8120451194806,35.309519836636,2.69189103975479,0.297803333257966,80.0004850319553,12.068583786968,140.008497502124
21.6810496853768,30.4615093120038,33.3809734696886,3.47956252475657,0.234291078792397,85.520690834183,15.1983717394003,222.762680478256
27.1509640410343,51.3992188102083,38.4442449849734,2.76598435153899,0.310409277310832,76.2945002229389,14.8006636972278,190.54417398111
24.3419903669463,48.1050928266764,38.0934585137628,3.19489163954966,0.266676901016026,96.9335478205669,16.9706634319833,241.662520677467
