"grain_yield_t_ha","N_rate_kg_ha","P_rate_kg_ha","soil_water_m3_m3"
6.25442009870256,118.918695829254,31.0039155445995,0.252820494168799
8.40051491855052,102.344940293626,56.9538237682362,0.388374688777748
9.29734270021095,104.598213617048,35.8313284254903,0.258401863450011
8.02507199066693,112.442164015262,41.2025357673629,0.334993575194986
9.99551101978597,90.145766417811,44.4652517201006,0.256758679825245
7.11793001852315,51.922358829956,38.4136245241756,0.286030330343001
5.79599950588033,39.4028069040286,43.5935269460236,0.339266180711003
7.81775746659683,94.740261281924,56.4251091630459,0.302148871784531
12.1610727199561,158.853574255558,56.5708665782602,0.331204927389689
10.6347199057988,154.533603671293,50.6513984427727,0.228877670879551
7.28644319383535,93.6541425395919,24.0157927283231,0.317539978416183
10.9149653000934,110.465053017336,29.7404258687779,0.297746768629592
7.70086765293107,88.7512737220767,40.0133543914351,0.225533807784716
9.96467330429293,113.67288253333,39.6519303809169,0.271809029861841
9.22559266646279,111.677383456132,25.6107128275302,0.337728254869355
8.5408609149841,114.751454254063,31.633454915951,0.265566926896129
7.31272586404003,71.163400240253,29.9805878831614,0.247889744596198
5.90397816655356,129.108828016708,42.6769304004931,0.231082014304358
6.27720443003079,73.9764597643277,21.7839210867547,0.181161778986597
8.11730057473569,63.4598090088736,32.5005883864083,0.237131757434141
4.84393362344739,91.6588836145021,5,0.270512716670202
6.37828986269841,83.1854503798653,21.0948963582691,0.292301354049356
11.8346437488374,154.683787311854,37.9048447873709,0.418720314004978
6.76616365485437,103.462716427157,22.3108482030961,0.352488316352426
8.68784769219013,134.472599207097,15.126697031899,0.21606296504843
8.36857792554897,77.4015978859149,27.2842864721227,0.219967975404441
9.39301972365052,90.709635072392,22.6210045231568,0.30248137635057
8.13756362432957,72.2317479916375,45.7506988304263,0.350334443387582
11.9516441279538,136.769656117996,34.6705629264227,0.42
8.37453464052593,83.6634218098436,49.3182285471139,0.270271461608635
6.13383940339052,63.7644657189175,47.9903539204117,0.191552084076284
9.49245489074479,156.818331671958,33.6982919332192,0.281986698883526
8.66287240174997,133.788700822612,68.4405663549601,0.327178295913987
10.1857621787813,101.626152998974,43.3816048228777,0.318893781025114
10.4059083454581,135.917421162172,40.630427239971,0.248180893324949
11.3438085760028,100.390419752189,53.3045429156449,0.196017161684324
7.40800833622038,75.1541130224307,25.600540778698,0.27170500485387
8.70264246430992,116.520783808799,30.2612675366562,0.293026698286032
5.46110471210107,88.4861346302161,11.4765974231116,0.355917877722918
6.62463971426503,84.7875917074658,40.1076798191328,0.195376783297687
8.69182696211176,115.66158515922,8.57735004962794,0.235410627999003
8.40086287974349,102.509050279164,24.3987410645114,0.177180076942341
8.93159863127019,90.6768310252048,46.8434348197009,0.372864018212502
10.8051258771639,119.757170510594,34.6659251887632,0.260375061886859
14.8676197891148,150.034312752629,30.2520357532253,0.30206099436849
10.5549245111373,120.185402737704,27.9335470732942,0.228555425953326
8.16602197547181,102.007341765513,20.265676792846,0.337675309397481
9.19680941053578,90.5495711842289,21.1907327194004,0.29834360639826
7.7499100075005,64.3851322971689,28.0468039255537,0.214080605563436
8.04211469174668,80.1303075460188,28.8041928845711,0.325924388320216
7.08999815417115,74.7928221659019,14.3645979760185,0.303260343031364
11.6895978136698,90.3532304634242,15.8533085383699,0.296180978992577
8.87124436895217,90.584625154793,37.3886820766304,0.398115435171993
12.0878503324899,129.591392228169,44.4045336237159,0.351405355420311
10.8932009774174,148.334506503258,35.1632103724653,0.37064525759272
8.74748278113906,102.052659365988,42.8529092564723,0.251260216295263
10.71869805928,143.146240900419,29.0677335962861,0.221427445243487
5.20633516584224,71.8485126328377,40.4326992478009,0.238713675991046
10.5344183613136,139.353116383786,41.378488354746,0.23070484026493
8.18411347002285,115.074118270669,28.83410686545,0.255589029409441
7.0792673019449,67.657058263604,35.2473721478179,0.222792300393846
11.6197950434605,104.129302431585,41.6806741280981,0.230179337114267
8.67608018898004,153.57248920453,27.2317522224723,0.212974452898434
6.60986254642169,72.6893511964776,32.2876491026149,0.298045920855053
5.69877822315649,24.9635934181148,33.1037142578854,0.342779887042521
9.95558197265867,95.7857826817627,50.420718245876,0.340192649164866
7.90881232406229,71.4135790680475,26.6089663745257,0.261304246844163
7.30847264295638,72.3195672479125,58.5555360006559,0.301305531089098
5.83256699580661,85.2011097601293,37.6187106764528,0.252206055948811
11.7733309418873,111.352902164813,44.7412190503455,0.326310100946306
10.4053830659741,118.494438448291,65.2173717637663,0.326602531402244
8.15539876250119,95.7076265137261,19.6781796445504,0.304136664462143
9.22920295545097,151.999587154512,29.03916807421,0.295127368941484
9.00973569539947,76.4303418963652,30.4623924056589,0.195177812968969
7.93582073430819,81.8496159365802,43.4859986908203,0.209933684081088
6.19086925873558,120.904685493389,32.997328035675,0.190495146069666
7.30843801180187,108.597584031111,37.122264484313,0.399926723197989
5.64656219978424,97.9537151772676,15.9700593873146,0.312321843034379
6.2147217725292,32.7928174227313,57.584710257999,0.21183090234041
6.71514853286488,66.7621047165007,42.9750351771626,0.215208150737889
7.35649324444707,103.225777547958,30.2573469512615,0.260504375609489
7.0990740095963,80.4789564761053,68.7790525828173,0.298044980744579
6.67023366528305,96.620813654996,37.8611723665809,0.260182823680566
6.28454771423883,75.4952986937183,25.7717246409441,0.162235682788533
6.76303658777741,99.0831510967721,55.4908252462675,0.315430271778281
9.96141732919298,71.7209178075017,37.2121145841495,0.220025575026965
9.25510840359053,88.1376862426489,41.452176938942,0.246452410194529
13.2941834924086,161.463056729357,27.254847456575,0.32515539941341
4.67444612163592,90.1814698033733,40.4103507596442,0.281539811677665
7.39041403021979,97.8362827228874,42.9217784267641,0.203773679508633
7.5601714971673,106.73491808275,26.8380530901483,0.222647232219082
8.95793790823261,83.1172120270414,43.5485112059201,0.258991744694604
6.355237530734,61.2670895278278,33.900601994983,0.198741922813108
9.90098640049902,97.323527095853,46.0778461849966,0.280919099080406
6.94842153245586,78.3787220628433,31.4511739071771,0.307163065896427
9.81783069892384,96.7380842944929,45.0788431263241,0.256792772846091
10.3742585937275,98.004824772022,60.2487829228698,0.238492819157822
7.55662410424879,76.7702067061275,49.0386326634039,0.251687338779275
5.76364026848029,82.6356792185518,30.3279621685413,0.244690664914303
