"yield_t_ha","N_rate_kg_ha","N_uptake_kg_ha","canopy_N_g_m2","NDVI","season_rain_mm","soil_mineral_N_mg_kg"
9.06376224156269,54.8035608962321,42.1132551263568,27.8836025571346,0.434425142412525,669.23602570978,38.3214710036217
9.72267310421056,121.594645935432,83.5606302747494,45.2648868274082,0.683449613403459,548.254652376675,41.6075003209856
12.4467375371786,181.8505413986,125.300264291573,45.5404133258068,0.840925634903331,598.346718147166,23.1885244770547
9.57122865580483,132.578037780664,95.1955993408767,47.6790406030199,0.694571328709289,438.194572927213,20.5737893478251
9.94138384685377,165.335735589043,126.398593591868,51.723793232997,0.839761343694326,558.308202424668,17.1277991717843
8.6065168233431,93.4508770143263,54.9517326316474,37.7217890777338,0.545379023201263,483.916453928921,18.7989613750473
9.99289195899084,151.086785496288,111.771158504448,37.8446773762487,0.712713740134385,500.539773304374,34.5604187032536
10.8696679746819,123.277344981323,87.4562563976849,39.8337135234724,0.597326211060165,723.242464725377,20.3402022326571
8.57365134489281,109.960081874475,81.9652756906726,33.2512770889843,0.60534505923951,554.58775065445,16.9807922593284
10.3814744529901,127.778424887726,78.6105699776497,36.4002597136004,0.632874517369888,480.958169908299,38.9982903384904
9.24554783052086,112.340184953805,74.0702991789676,38.54023876769,0.632672920953677,459.904598075342,27.9410210246044
11.6642918703259,96.0241430972477,72.8870692402946,38.5148185715804,0.583622867488928,551.527818172706,37.8305166876941
6.09288855027327,90.5348038501476,67.528921444262,29.2825031527583,0.548030601028152,402.806209098089,21.7528756584879
9.26916146222342,105.19562082196,75.6340252456645,37.4497252601487,0.587036489255975,588.131541438742,24.7759375795097
9.82289484841425,102.767545882977,75.8726459827825,40.5822044400472,0.632716583973652,467.215820704166,43.6350897226639
8.38886200430959,143.206840279987,98.5727739612945,40.3660914631934,0.734149819801153,514.141426734001,8
9.66705487056763,109.94591372353,90.764351959688,40.1662597151074,0.604649675897429,715.776008092637,21.1437858867002
8.0165899677515,105.059336280531,72.5236767057572,29.2358147318117,0.532446468960581,637.810250390697,16.9926818267459
9.32716141679781,106.756874514505,48.814457538861,38.9756941024337,0.611905457102922,421.501897590822,30.037999042288
8.4852704817109,125.925047342827,89.220761877848,37.9782372840405,0.710278648735072,552.278305816226,12.4372912086787
12.5787960320471,145.182812035106,108.498539589719,42.5242587696758,0.708838493456489,819.875240951302,28.3011156852545
5.77373594116381,102.349668609656,76.2365497958235,36.0563701502605,0.586071535340573,343.288574974372,15.9248101512718
8.98377200786179,89.7584885994804,68.5495579037969,39.3675090985386,0.579319419926449,536.326469059013,28.8146409955127
9.21606463356305,108.134400840694,75.1840996173366,36.6817581537052,0.63798423884961,421.619979197382,33.1002120078472
10.4429546727819,89.1056619063254,56.4092216937169,39.4251550967048,0.530552233977414,799.167608444047,33.0562928187303
9.39093997069926,111.653141212358,73.4851514524788,37.5164078723404,0.688611517364205,451.796097921054,30.8165031376946
10.5630755126324,145.361138501475,117.885104598264,36.7881781877855,0.737220629557455,388.756537866023,29.0869931446682
11.7595438502494,154.221177223735,125.012560079322,42.6344966840418,0.787275079473644,652.620265387596,26.4647818012655
9.30162737344282,143.475476180819,92.3724107599918,39.4978386020337,0.689430019331967,539.103505881981,15.357412990787
