"yield_t_ha","irrigation_mm","ET0_mm","mean_temp_C","N_rate_kg_ha","plant_stand_plants_m2"
11.1278070102308,320.988929454028,529.778295804368,27.4065651767648,136.810795621787,8.58897418291546
8.46888264435288,175.576589680261,390,24.5785340060763,84.7802257166182,7.34049473875028
11.4117043918086,342.637329623429,465.370053777451,26.6214158391307,132.682939671552,6.70916249548032
11.6412773508383,404.522192855492,562.401386008725,25.6304286432619,111.432689858995,7.11467584492267
10.8892878173518,380.257830168023,534.090601996249,28.4760011256986,124.887172404067,8.02798553284672
9.06966506537663,398.842638932219,582.614222422426,24.1780488869366,108.255073909429,6.34068503859324
10.614085512808,291.120512526389,461.662323802006,21.8958652890202,92.7150780635451,6.88717902053663
11.1133635607509,329.564163456694,523.560355157078,26.0202751041545,118.233874211017,6.53861638328949
9.51791915191174,294.953223133267,506.545927403458,29.0117713683475,84.1030374802883,6.7740964664219
12.1148695886068,324.557423049636,547.774754627665,26.261884980805,143.297306969517,7.07858950290952
11.6039944273827,268.221740690827,467.416886075461,27.1642172992211,127.4473670313,8.32888628788822
10.552504997256,258.422832636856,501.336881119505,26.5017332497861,98.4883932522102,6.15506342773303
11.6742879604934,287.916860940717,573.333983914303,26.8848164652186,134.589666743304,6.88792609480564
7.81513776364053,318.780980179645,514.832115609956,26.5588268704337,82.7930113006923,6.80751290052254
10.1746768587605,367.575051912286,545.441143818289,26.3411653559119,79.3528124142297,7.61407627902901
8.98172407557293,204.264950032766,476.086193852349,22.2814264632306,74.9996319582208,7.30252067793659
9.18393234981339,218.580831946344,572.201363837143,29.8650982984029,128.060426946941,6.57111064034742
11.4211249162157,321.650382491018,628.105368889135,26.856510036854,144.719829403467,7.39494834452633
8.49536134060186,494.976028922048,474.341557647441,26.8616402646095,78.8382218664377,7.27093449262309
9.84053261120878,284.926131769271,547.184784242903,22.6340726246988,141.277259308138,6.50462319574545
9.31690817948243,227.402263135321,505.835689970581,26.8943038611823,125.50232366072,7.12143350958914
8.43656032973527,160.833557125771,545.925351518814,21.977367980287,103.511006022836,6.13760162310441
8.94442175155141,438.608331461375,463.675199174769,24.3451806088688,98.0500680261121,7.44709156132644
10.1620722461658,183.023804040384,540.748789136522,25.0537851465741,139.560914153513,7.22517486568462
10.6194958686247,364.13961907204,522.498884336729,27.6374949930757,99.8888513888823,8.15469860502756
7.45327477860033,325.023212040133,595.764669568747,32.8127283508942,133.682505283452,8.04484682643091
8.37123772917506,520.111592870456,430.689614504862,20.8293595494678,121.060327786349,8.01720864980249
10.6131197559947,204.897921545826,583.452403397019,24.0642800945933,87.1692413247959,6.6280876888147
9.59313143844497,250.718877319606,540.680193661418,26.0638567547276,85.0470533248761,8.33878643065559
8.78958050921058,453.870040102204,481.783405650468,29.7913701103654,106.756546216998,6.41492026382286
10.576915401125,355.679904323304,499.762854789658,26.9450567108079,92.2209759159504,8.62705087474538
10.2004393669371,310.839699243476,604.58508841683,22.9902309067332,131.822456442541,6.28478460589497
10.1256807907958,468.763380062737,539.462135425656,24.3327249666398,88.0825005737637,7.70207326558283
10.6820818577786,255.283271294397,511.402564068476,26.6920267571663,159.281977600171,6.40321021508995
7.81670363239342,401.745985543282,451.134577419621,28.9064476677583,72.3938638496435,7.22731933602021
10.4741410342518,383.838252419198,504.389847027895,30.361810728945,155.055111558629,7.7724582299653
9.67935059770258,470.026141986371,486.116414585378,27.1477185181443,138.764177785096,6.83135183921538
10.2098243667369,430.927742490271,478.278517872492,25.3429679235318,56.411595295556,7.97953471862677
13.6087545872716,418.925674547022,534.399943278957,25.4463520271011,158.736541189449,9.33221954910067
8.42741391162267,422.051008669995,495.335388046884,27.0551877219692,56.1893412745078,6.91149957632616
10.0949876794809,373.773861833432,590.114241323705,26.6092925708269,121.879567111749,6.66368980143717
10.7724024878681,392.614562138873,405.586091994415,28.972116389647,133.490038025951,8.37331825286301
10.2338800239266,407.303539204355,506.955381050955,26.637155248858,102.550679432541,7.33493645994323
10.3724492245212,247.263279786814,521.13227431916,29.1531823218087,134.028111359837,6.95530431395139
8.19162463562066,310.286942791408,457.172964073303,29.8589186961305,73.2510627588515,6.54310125020067
10.0387124926493,197.766311461873,516.018945690776,25.9032992403419,74.8004590163694,8.42874869279273
