"yield_t_ha","soil_pH","organic_matter_pct","clay_pct","available_P_mg_dm3","exchangeable_K_mg_dm3","CEC_cmolc_dm3","soil_moisture_pct","season_rain_mm"
4.93919819238758,5.58754139674714,0.913629187607949,30.3194981963226,21.2368719380611,111.239884250803,22.0472960144948,17.9719914059503,616.609907630088
5.79810416782141,5.89283089085002,3.8554225447644,28.3217154378714,23.8975972796851,103.210443773495,26.4998851168949,21.3865022343446,646.413054790354
5.60237604795751,5.29385348323051,1.56102404058908,19.3439010952975,36.4225019756958,56.6405354556687,18.9244789498311,24.1836400779134,521.344987044106
5.0654331823456,5.88177133129497,0.900402170177865,16.6697292480851,9.35933086248733,78.637560775408,22.8303991413961,27.8786225989096,691.760166652706
5.87192712680886,5.61156637041777,1.26894640801665,52.2464837351751,6.0831369498109,135.572533414467,34.2308416971416,26.4941298878703,611.607847030097
5.51428354559753,6.98799455663812,3.08360371357642,23.8338044476619,10.0611384645662,127.932769303691,21.7501329708102,22.0146533915222,707.395444475578
5.85172804581305,5.08408558957604,3.68038163368922,31.405182221763,17.9470581390791,111.973277968055,30.2619470052414,31.2595918590955,619.578020231307
5.36491951774581,5.87516254204796,1.45054305932843,20.7088483444999,27.0656633142582,127.872804431131,24.7227125533353,28.9686051154755,509.871933272955
5.85215298315365,5.35971045819027,2.26889431638624,31.8840220464303,13.6641679142569,99.5738285374673,28.5871206633868,26.2093035321776,577.23612221229
5.59123518461149,5.66617614244657,2.23121860094391,39.1804046255383,15.5022487217194,130.936120707775,30.2662870225952,23.244212797932,492.168054467796
6.60564695845147,5.7066789698425,2.2696984527593,36.4159676282776,13.6365548041453,133.582313865056,31.0543483858524,30.5643951367596,681.32412305051
7.58364757106499,5.48458799697481,2.62992594111528,33.1399887303862,48.5018925424122,121.077279789238,37.5563357777424,27.6193473746704,581.757438993264
4.66251042638966,6.80176204452107,3.39261740711846,42.2916413164127,15.3531493063813,134.072197040261,39.2384873041947,27.4797715234034,550.675069185957
6.20625309768553,5.80310734114672,1.75455029879502,19.2135712688088,15.6233119647741,88.8654942515401,19.2682470427157,26.0448833439286,603.851168831729
5.31695400177487,6.06578867734205,1.81184412798348,28.7651917617465,36.9700190272813,38.0223385016236,28.8169252191434,30.2645752823345,552.473082094157
5.91382753620317,5.64862676092069,3.79283800329565,23.9614857791092,9.57396672047378,143.586420445684,26.9206057418524,24.2778412035049,603.80129050229
4.0460346762612,6.1436404959727,2.39705004430433,41.9645794305725,4.52258756416845,94.8585727417339,33.567818133134,23.7259214477115,573.201782184967
6.22251678296241,6.41782165241139,2.10894146530425,29.3156989904944,29.6275756442558,178.052035851816,31.2986420553611,25.8116423792679,576.228908443919
4.65831284642357,4.85329518007156,2.13882450906444,27.1764818839736,23.2436434052258,141.156503848246,31.1930909717899,22.3035119467453,548.678803419749
5.25091332361175,5.99125172674061,1.66256452216488,38.8172549517021,23.6425080731327,125.687448974846,33.6150108075364,23.5098637340368,544.928572310434
5.67041425025647,5.28912160144852,2.05875327759231,22.2900564062329,9.47031240677734,96.8037685241895,20.8892115091581,18.4902988474655,710.785146623144
5.54409623229746,4.40684769001354,3.71677261771802,29.6280259490986,20.8014715306316,103.093325331025,34.6448961029144,25.217919561727,599.022362442314
6.11487509373951,5.46509281771255,2.56701881510542,30.1891110891312,23.1477253667475,138.580674864681,33.0943986008521,20.5028286215153,596.501276595808
4.86775181671004,6.33171074618882,3.10536079311936,54.5069037386592,16.3085232219156,106.603149253391,37.5483111329965,24.4131693570251,641.167962557744
